GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age
P100000120347,Jiangyin Xicheng Steel Co Ltd,Jiangyin Xicheng Steel Co Ltd,China,Asia Pacific,31.892299,120.198394,720.0,28.37
P100000120191,Jiangyin Xingcheng Special Steel Works Co Ltd,Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,China,Asia Pacific,31.950191,120.328449,5900.0,33.0
P100000120159,Jianlong Beiman Special Steel Co Ltd,Jianlong Beiman SPECIAL Steel Co Ltd,China,Asia Pacific,47.191285,123.616512,2570.0,69.0
P100000120158,Jianlong Xilin Iron and Steel Co Ltd,Jianlong Xilin Iron and Steel Co Ltd,China,Asia Pacific,47.495036,129.287919,4200.0,60.0
P100000120215,Jilin Jianlong Steel Co Ltd,Jilin Jianlong Steel Co Ltd,China,Asia Pacific,44.011951,126.537086,2700.0,24.8
P100000120218,Jilin Jingang Iron and Steel Co Ltd,Jilin Jingang Lron and Steel Co Ltd,China,Asia Pacific,43.20023,124.335697,1500.0,47.0
P100000120389,Jilin Steel Group Fugang Metal Manufacturing Co Ltd,"Fugang METAL Manufacturing Co.ltd.,jilinjigang Steel Group",China,Asia Pacific,44.022802,125.505627,,17.6
P100000120388,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,China,Asia Pacific,44.138826,125.914941,,17.58
P100000120217,Jilin Xinda Iron and Steel Co Ltd,JiLin Province Xinda Steel Co Ltd,China,Asia Pacific,42.3249,125.246892,0.0,18.27
P100000120373,Jinan Iron and Steel Group Co Ltd,Jinan Iron & Steel Group Co Ltd,China,Asia Pacific,36.718952,114.111677,5200.0,4.0
P100000120273,Jincheng Fusheng Iron and Steel Co Ltd,Jincheng FUSHENG Iron & Steel Co Ltd,China,Asia Pacific,35.662985,112.882395,4600.0,23.2
P100000120766,Jindal Shadeed Iron & Steel Duqm plant,Jindal Shadeed Iron & Steel LLC,Oman,Middle East,19.640299,57.677866,,0.0
P100000120544,Jindal Stainless Hisar steel plant,Jindal Stainless Ltd,India,Asia Pacific,29.127253,75.773075,800.0,56.0
P100000120543,Jindal Stainless Jajpur steel plant,Jindal Stainless Ltd,India,Asia Pacific,20.954939,86.051986,2200.0,15.0
P100001061405,Jindal Stainless Maharashtra steel plant,Jindal Stainless Ltd,India,Asia Pacific,19.314475,72.976623,,
P100000120515,Jindal Steel Angul steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,20.884896,84.991539,6000.0,13.0
P100000121173,Jindal Steel Asanboni steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,24.131037,87.438728,,
P100001062086,Jindal Steel Chhattisgarh steel plant,Jindal Steel Chhattisgarh Ltd,India,Asia Pacific,21.895041,83.376759,,
P100000121034,Jindal Steel Krishnapatnam steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,14.254675,80.108702,,
P100000120542,Jindal Steel Patratu steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,23.632991,85.325308,,
P100000120516,Jindal Steel Raigarh steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,21.922703,83.347178,3600.0,37.0
P100000120762,Jindal Steel Sohar plant,Jindal Shadeed Iron & Steel LLC,Oman,Middle East,24.502551,56.600739,2500.0,16.0
P100000120132,Jinding Heavy Industry Co Ltd,Jinding Heavy Industries Co Ltd,China,Asia Pacific,36.718952,114.111677,3000.0,31.0
P100001063249,Jingdong Steel M'Sila steel plant,Jingdong Steel,Algeria,Africa,35.698361,4.478169,,
P100000120222,Jingye (Yingkou) Medium Plate Co Ltd,Jingye (Yingkou) Medium Plate Co Ltd,China,Asia Pacific,40.671136,122.395441,5500.0,23.67
P100000120120,Jingye Iron and Steel Co Ltd,Jingye Iron and Steel Co Ltd,China,Asia Pacific,38.391372,114.139998,6400.0,30.0
P100000120175,Jingzhou Qunli Metal Products Co Ltd,Jingzhou Qunli Metal Products Co Ltd,China,Asia Pacific,30.3505,112.353782,1000.0,27.0
P100000120276,Jinye Iron and Steel Group Co Ltd,Jinye Steel Group Co Ltd,China,Asia Pacific,36.148131,113.209523,950.0,22.79
P100000121252,Jinzhou Jinxing Special Steel Company,Jinzhou Jinxing Special Steel Co Ltd,China,Asia Pacific,41.188888,121.225043,,25.1
P100000121057,Jishan Mingfu Steel Products Co Ltd,Jishan Mingfu Steel Products Co Ltd,China,Asia Pacific,35.665945,111.025976,1433.0,12.44
P100000120083,Jiugang Group Yuzhong Iron and Steel Co Ltd,Jiugang Group Yuzhong Iron & Steel Co Ltd,China,Asia Pacific,36.033646,104.035535,4000.0,23.0
P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,JiuJiang PXSteel Co Ltd,China,Asia Pacific,29.778431,116.27527,4700.0,14.09
P100001063271,JO Steel Holdings Ras Al Khair steel plant,JO Steel Holdings PLC,Saudi Arabia,Middle East,27.491064,49.258418,,
P100000120721,JSC Moldova Steel Works,Moldova Steel Works JSC,Moldova,Europe,47.783771,29.02835,,41.0
P100001044907,JSOL Angul steel plant,Jindal Steel Odisha Ltd,India,Asia Pacific,20.874713,84.944082,6300.0,0.47
P100000120521,JSW Bengal Steel Salboni plant,JSW Bengal Steel Ltd,India,Asia Pacific,22.575726,87.310258,,
P100000120537,JSW BPSL Jharkhand steel plant,Bhushan Power & Steel Ltd,India,Asia Pacific,22.665526,85.64622,,
P100000120510,JSW BPSL Jharsuguda steel plant,JSW Steel Ltd,India,Asia Pacific,21.763989,84.022529,5000.0,21.0
P100000120570,JSW Green Steel Salav plant,JSW Green Steel Ltd,India,Asia Pacific,18.530853,72.947091,0.0,33.0
P100001023560,JSW POSCO Keonjhar steel plant,JSW Steel Ltd; POSCO Holdings Inc,India,Asia Pacific,20.248632,86.156416,,
P100000121039,JSW Rayalseema steel plant,JSW Rayalaseema Steel Limited,India,Asia Pacific,14.76855,78.403263,,
P100000120517,JSW Steel Dolvi steel plant,JSW Steel Ltd,India,Asia Pacific,18.690312,73.035902,10200.0,32.0
P100001045504,JSW Steel Gadchiroli steel plant,JSW Steel Ltd,India,Asia Pacific,20.1846793,79.9957641,,
P100000120520,JSW Steel Jharkhand steel plant,JSW Jharkhand Steel Ltd,India,Asia Pacific,23.188108,85.715097,,0.0
P100000120622,JSW Steel Piombino steel plant,JSW Steel Italy Piombino SpA,Italy,Europe,42.93652,10.537794,,161.0
P100000120536,JSW Steel Raigarh steel plant,JSW Ispat Special Products Ltd,India,Asia Pacific,21.983709,83.238133,950.0,18.0
P100000120518,JSW Steel Salem steel plant,JSW Steel Ltd,India,Asia Pacific,11.814912,77.918465,1260.0,28.0
P100000120935,JSW Steel USA Ohio plant,JSW Steel USA Ohio Inc,United States,North America,40.314891,-80.605553,1500.0,8.0
P100000120519,JSW Steel Vijayanagar steel plant,JSW Steel Ltd,India,Asia Pacific,15.180423,76.663134,11899.0,32.0
P100000120539,JSW Utkal Steel Rajnagar plant,JSW Utkal Steel Ltd,India,Asia Pacific,20.216667,86.55,,0.0
P100000120538,JSW Vijayanagar Metallics steel plant,JSW Vijayanagar Metallics Ltd,India,Asia Pacific,15.203176,76.659122,5000.0,2.0
P100000120600,Kaavian Steel Khouzestan plant,Kaavian Steel Co,Iran,Middle East,31.283549,48.572468,35.0,25.0
P100001025631,Kalyani Steels Dhenkanal steel plant,Kalyani Steels Ltd,India,Asia Pacific,20.601819,85.594653,,0.0
P100001045326,Kam Industries Kwara steel plant,Kam Industries (Nigeria) Ltd,Nigeria,Africa,8.390993,4.674475,600.0,30.0
P100000120830,Kamsky Metallurgical Works TEMPO,KMK Tempo JSC,Russia,Eurasia,55.723465,52.541024,504.0,10.0
P100001062093,Kapila Metals Jalna steel plant,Kapila Metals Pvt Ltd,India,Asia Pacific,19.874223,75.817553,,
P100000120876,Kaptan Ereglisi steel plant,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,Türkiye,Europe,41.015222,27.959978,1400.0,24.0
P100000120894,Kardemir Celik Sanayi Izmir steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,Türkiye,Europe,38.743652,26.964746,1250.0,4.0
P100000120877,Kardemir Merkez steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,Türkiye,Europe,41.180307,32.634343,3501.0,86.44
P100001025573,Kazakhstal steel plant,Kazakhstal LLP,Kazakhstan,Eurasia,49.8902647,73.7561639,,
P100000120429,Kehler Baden Steel Works,Badische Stahlwerke GmbH,Germany,Europe,48.595058,7.821633,2500.0,71.0
P100000120692,KG Steel Dangjin steel plant,KG Steel Co Ltd,South Korea,Asia Pacific,36.983721,126.744755,,25.08
P100000120704,KG Steel Incheon steel plant,KG Steel Co Ltd,South Korea,Asia Pacific,37.482625,126.670175,1000.0,17.0
P100000120582,Khorasan Steel Complex,Khorasan Steel Complex Co,Iran,Middle East,36.3445,58.67875,1400.0,25.0
P100000120614,Khouzestan Oxin Steel,Khouzestan Oxin Steel Co,Iran,Middle East,31.277236,48.747422,,1.0
P100000120583,Khouzestan Steel plant,Khouzestan Steel Co,Iran,Middle East,31.270091,48.732904,,37.0
P100001045284,KIC Metaliks Durgapur steel plant,KIC Metaliks Ltd,India,Asia Pacific,23.507539,87.277914,0.0,28.05
P100000120691,Kim Chaek Iron and Steel Complex steel plant,Government of North Korea,North Korea,Asia Pacific,41.753784,129.752681,6000.0,88.0
P100000120698,KISCO steel Changwon plant,KISCO Corp,South Korea,Asia Pacific,35.216552,128.640158,3000.0,61.0
P100000120596,Kish South Kaveh Steel Hormuzgan plant,Kish South Kaveh Steel Co,Iran,Middle East,27.169696,56.095207,2400.0,15.0
P100000121199,Kishiwada Steel Osaka steel plant,Kishiwada Steel Co Ltd,Japan,Asia Pacific,34.477479,135.353918,500.0,69.22
P100000120655,Kobe Kakogawa Works steel plant,Kobe Steel Ltd,Japan,Asia Pacific,34.720268,134.826275,4394.0,56.0
P100000120656,Kobe Wire Rod and Bar steel plant,Kobe Steel Ltd,Japan,Asia Pacific,34.703624,135.247207,,58.0
P100000120878,Koc Metallurgical Toprakkale steel plant,Koc Metalurji AŞ,Türkiye,Europe,37.01488,36.104416,1200.0,14.0
P100001044901,Kocaer Çelik Aliaga steel plant,Kocaer Çelik Sanayi ve Ticaret AŞ,Türkiye,Europe,37.858651,27.845846,,
P100001044951,Kogi Steel Project,Chart and Capstone Integrated Ltd,Nigeria,Africa,7.69346,6.806937,,0.0
P100000120501,Krakatau Steel Cilegon plant,PT Krakatau Steel (Persero) Tbk,Indonesia,Asia Pacific,-6.007021,106.001766,4000.0,49.0
P100000120879,Kroman Steel Darica plant,Kroman Celik Sanayii AS,Türkiye,Europe,40.801101,29.374115,1500.0,57.0
P100000120502,KS Posco Cilegon steel plant,PT Krakatau Posco,Indonesia,Asia Pacific,-5.998661,105.99866,3000.0,12.14
P100000121054,KSP Steel Pavlodar steel plant,KSP Steel LLC,Kazakhstan,Eurasia,52.334465,76.956302,,19.0
P100000120024,KSRM Sitakunda steel plant,KSRM Steel Plant Ltd,Bangladesh,Asia Pacific,22.499834,91.715778,800.0,42.0
P100000120723,Kunming Iron and Steel Myanmar plant,Kunming Iron & Steel Holding Co Ltd,Myanmar,Asia Pacific,21.423783,96.454378,,
P100001062603,Kurdistan Steel Qorveh steel plant,Kurdistan Steel Co,Iran,Middle East,35.936932,47.762024,,
P100000120004,Kurum International Elbasan steel plant,Kurum International ShA,Albania,Europe,41.094611,20.026117,,28.0
P100000120680,Kyoei Steel Hirakata Division (Osaka),Kyoei Steel Ltd,Japan,Asia Pacific,34.816321,135.677444,805.0,64.0
P100000120682,Kyoei Steel Nagoya Division (Tokai),Kyoei Steel Ltd,Japan,Asia Pacific,35.065055,136.815384,1265.0,42.0
P100000120681,Kyoei Steel Yamaguchi Division (Yamaguchi),Kyoei Steel Ltd,Japan,Asia Pacific,33.976513,131.173031,575.0,54.0
P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,China,Asia Pacific,36.106143,117.820108,5600.0,22.15
P100000120156,Langfang Guangyuan Metalwork Co Ltd,Langfang Guangyuan Metalwork Co Ltd,China,Asia Pacific,39.181466,116.838667,,11.0
P100000120713,Lanwa Steel Hambantota steel plant,Ceylon Steel Co Ltd,Sri Lanka,Asia Pacific,6.128077,81.075224,,
P100000120344,Lanxin Steel Group Co Ltd plant,Gaolan County Lanxin Steel Co Ltd,China,Asia Pacific,36.488866,103.922,1100.0,25.0
P100000121024,Lao Cai Cast Iron and Steel Tang Long plant,Lao Cai Cast Iron and Steel,Vietnam,Asia Pacific,22.306931,104.12992,500.0,12.0
P100000120823,Lebedinsky GOK DRI Plant,Lebedinskiy GOK JSC,Russia,Eurasia,51.261995,37.654622,0.0,55.0
P100000120437,Lech Stahlwerke Meitingen steel plant,Lech Stahlwerke GmbH,Germany,Europe,48.512051,10.855292,1400.0,56.0
P100000120961,Leggett & Platt Sterling Steel plant,Sterling Steel Co LLC,United States,North America,41.785971,-89.710947,1090.0,23.0
P100000120181,Lengshuijiang Steel Co Ltd,Lengshuijiang Iron and Steel Co Ltd,China,Asia Pacific,27.690401,111.437288,3000.0,68.0
P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,Lianfeng Steel (Zhangjiagang) Co Ltd,China,Asia Pacific,31.855205,120.730505,6720.0,23.65
P100001063594,Lianping Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd,China,Asia Pacific,24.18435,114.728202,720.0,9.93
P100000121078,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd,China,Asia Pacific,34.607964,119.447626,621.0,15.94
P100000120348,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd,China,Asia Pacific,34.423786,119.778311,3000.0,16.51
P100000120333,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd,China,Asia Pacific,41.19138,122.877311,2300.0,6.17
P100000121051,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd,China,Asia Pacific,41.225003,122.970488,500.0,17.2
P100000120977,Liberty Steel & Wire Peoria plant,Liberty Steel Group,United States,North America,41.513249,-87.621438,726.0,137.0
P100000120496,Liberty Steel Dunaferr Dunaújváros steel plant,Liberty Steel Group,Hungary,Europe,46.945694,18.93863,,71.78
P100000121177,Liberty Steel Dunkerque DRI plant,Liberty Steel Group,France,Europe,50.99926,2.168571,,
P100000120978,Liberty Steel Georgetown plant,Liberty Steel Group,United States,North America,33.367258,-79.292515,,57.0
P100000120717,Libyan Iron and Steel Misrata plant,Libyan Iron and Steel Co,Libya,Africa,32.335185,15.215053,1710.0,37.0
P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,China,Asia Pacific,36.472303,113.344155,1700.0,25.68
P100000120716,Liepājas Metalurgs steel plant,KVV Liepājas metalurgs AS,Latvia,Europe,56.525273,21.0267,,
P100001063580,Lincoln Minerals South Australia Green Iron Plant,Green Iron Magnetite Project,Australia,Asia Pacific,-34.595209,135.84922,,
P100000120225,Lingyuan Iron and Steel Co Ltd,Lingyuan Iron & Steel Co Ltd,China,Asia Pacific,41.271048,119.41374,5994.0,31.8
P100000120330,Linyi Iron and Steel Investment Group Special Steel Co Ltd,Linyi Iron and Steel Investment Group Co Ltd,China,Asia Pacific,35.15735,119.133999,2700.0,6.92
P100000120338,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,China,Asia Pacific,35.148443,119.068015,700.0,6.0
P100000120250,Linyi Jiangxin Iron and Steel Co Ltd,Linyi Jiangxin Steel Co Ltd,China,Asia Pacific,34.951117,118.305389,,18.58
P100001063721,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd,China,Asia Pacific,35.188667,119.087048,500.0,8.55
P100001064103,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd,China,Asia Pacific,36.112742,113.861135,240.0,20.47
P100000120738,Lion Industries Amsteel Banting steel plant,Amsteel Mills Sdn Bhd,Malaysia,Asia Pacific,2.806998,101.601053,,25.0
P100000120739,Lion Industries Amsteel Klang steel plant,Amsteel Mills Sdn Bhd,Malaysia,Asia Pacific,3.069682,101.456474,750.0,44.0
P100000120740,Lion Industries Megasteel plant,Megasteel Sdn Bhd,Malaysia,Asia Pacific,2.8072653,101.6055808,,96.0
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,China,Asia Pacific,28.090098,119.519509,1200.0,23.39
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,China,Asia Pacific,24.385304,109.37963,9458.0,26.0
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,China,Asia Pacific,31.471123,119.485941,2760.0,2.58
P100000120522,Lloyds Metals and Energy Ltd Ghugus steel plant,Lloyds Metals and Energy Ltd,India,Asia Pacific,19.929837,79.119344,0.0,31.0
P100000121179,Lloyds Metals and Energy Ltd Konsari steel plant,Lloyds Metals and Energy Ltd,India,Asia Pacific,19.770409,79.813599,0.0,3.0
P100000120476,LME Trith-Saint-Léger steel plant,Lamines Marchands Europeens SA,France,Europe,50.3292,3.490913,850.0,151.0
P100000121026,Long Son Phu My Iron and Steel plant,Long Son Phu My Iron & Steel Co,Vietnam,Asia Pacific,14.457367,109.0789538,,
P100001063267,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd,China,Asia Pacific,24.113189,115.215068,930.0,22.39
P100000120412,Longnan Fuxin Iron and Steel Co Ltd,Longnan Fuxin Steel Co Ltd,China,Asia Pacific,24.912904,114.844503,1500.0,20.91
P100000120383,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd,China,Asia Pacific,34.798477,112.580505,,19.0
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,China,Asia Pacific,28.851779,105.70509,2000.0,6.12
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,China,Asia Pacific,37.47311,112.06093,1400.0,41.0
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,China,Asia Pacific,31.698884,118.468194,15480.0,73.0
P100001047854,Maegma Minerals Lumut HBI Plant,Maegma Minerals Sdn Bhd,Malaysia,Asia Pacific,4.2405829,100.5949428,,
P100000120807,Magnitogorsk Iron and Steel Works,Magnitogorskiy Metallurgicheskiy Kombinat PJSC,Russia,Eurasia,53.427593,59.054122,14500.0,94.0
P100000120718,Mahgreb Steel Bled Solb plant,Maghreb Steel SA,Morocco,Africa,33.632918,-7.434084,1000.0,15.0
P100000120593,Makran Steel Sistan and Baluchestan Complex,Makran Steel Co,Iran,Middle East,25.4483977,60.6408488,,
P100000120722,Makstil Skopje Steel plant,Makstil AD,North Macedonia,Europe,42.016228,21.46605,550.0,59.0
P100000120746,Malaysia Steel Works Klang steel plant,Malaysia Steel Works (KL) Bhd,Malaysia,Asia Pacific,3.077835,101.46448,800.0,28.0
P100000121235,Marcegaglia Fos Sur Mer steel plant,Marcegaglia Holding SpA,France,Europe,43.445004,4.846805,,53.0
P100000120487,Marcegaglia Sheffield steel plant,Marcegaglia Stainless Sheffield Ltd,United Kingdom,Europe,53.399598,-1.395818,,49.0
P100001063310,Mashiz Steel Industries Bardsir steel plant,Mashiz Bardsir Steel Industries Co,Iran,Middle East,29.948688,56.732593,400.0,36.0
P100000120577,Mass Iron and Steel Industry Co Sulaimaniya plant,Mass Iraq Iron and Steel Industry Co,Iraq,Middle East,35.660125,45.039062,1250.0,11.0
P100000121169,Master Steel Jakarta Steel plant,PT The Master Steel MFG,Indonesia,Asia Pacific,-6.18421,106.920067,2000.0,54.0
P100000120855,Max Aicher Slovakia Steel Mills Strazske,Max Aicher GmbH & Co KG,Slovakia,Europe,48.886028,21.82705,,8.0
P100000120805,Mechel Chelyabinsk Metallurgical Plant,Chelyabinskiy Metallurgicheskiy Kombinat PJSC,Russia,Eurasia,55.27073,61.436492,5799.0,83.0
P100001082547,Medsteel Adra steel plant,Med-steel Ltd,Syria,Middle East,33.628437,36.57259391534359,800.0,15.0
P100000120463,Megasa Siderúrgica Narón steel plant,Megasa Siderurgica SL,Spain,Europe,43.51421,-8.163839,700.0,73.0
P100000120464,Megasider Zaragoza steel plant,Megasider Zaragoza SA,Spain,Europe,41.56988,-0.856566,500.0,68.0
P100001042845,Meghna Re-rolling and Steel Mills steel plant,Meghna Re-rolling and Steel Mills Ltd,Bangladesh,Asia Pacific,23.585487,90.648875,,
P100001063142,Meranti Green Steel Duqm DRI plant,Meranti Steel Pte Ltd,Oman,Middle East,19.635815,57.670697,,
P100000121035,Meranti Steel Map Ta Phut plant,Meranti Steel Pte Ltd,Thailand,Asia Pacific,12.694465,101.148937,,
P100000121219,Mesabi Metallics Nashwuak HBI plant,Mesabi Mining LLC,United States,North America,47.383441,-93.219413,,0.0
P100000120881,Mescier Iron and Steel Bartin plant,Mescier Demir Celik AŞ,Türkiye,Europe,41.565932,32.427758,1000.0,6.0
P100000120559,Mesco Steel Kalinganagar plant,Mesco Kalinga Steel Ltd,India,Asia Pacific,20.976277,86.044419,1200.0,21.0
P100000120801,Metalfer Sremska Mitrovica steel plant,Metalfer Steel Mill Sremska Mitrovica doo,Serbia,Europe,44.977213,19.64601,500.0,18.0
P100000120828,Metalloinvest Mikhailovsky HBI plant,Mikhailovsky HBI LLC,Russia,Eurasia,52.360448,35.397314,,
P100000120812,Metalloinvest OEMK steel plant,Oskol'skiy Elektrometallurgicheskiy Kombinat Imeni Alekseya Alekseyevicha Ugarova JSC,Russia,Eurasia,51.142738,37.940532,3500.0,42.0
P100001023449,Metallurgical Cluster Gallaaral steel plant,Triangul Metals Tebinbulak JSC,Uzbekistan,Eurasia,40.012819,67.573496,,0.0
P100000120909,Metallurgical Plant Kametstal,Kamet-Steel PrJSC,Ukraine,Europe,48.528019,34.640915,3500.0,139.0
P100000120962,Metallus Faircrest steel plant,Metallus Inc,United States,North America,40.755388,-81.439369,1088.0,109.0
P100000120963,Metallus Harrison steel plant,Metallus Inc,United States,North America,40.778466,-81.396889,,110.0
P100000120917,Metinvest EAF steel plant,Metinvest Holding LLC,Ukraine,Europe,49.039389,31.332628,,
P100000120914,Metinvest Ilyich Iron and Steel Works,Mariupolskyi Metalurgiinyi Kombinat Imeni Illicha PrAT,Ukraine,Europe,47.1402768,37.5943416,,129.0
P100000121211,Metinvest Piombino steel plant,Metinvest Adria SpA,Italy,Europe,42.93652,10.537794,,
P100000120916,Metinvest Zaporizhstal steel plant,Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,Ukraine,Europe,47.86838,35.161773,4102.0,93.0
P100000120865,Millcon Steel Rayong steel plant,Millcon Steel PCL,Thailand,Asia Pacific,12.819544,101.152954,800.0,28.0
P100001046616,Mintal Group DRI plant,Mintal Group Co Ltd,China,Asia Pacific,41.7915,109.865367,,
P100000120339,Minyuan Iron and Steel Group Co Ltd,Minyuan Iron and Steel Group Co Ltd,China,Asia Pacific,34.013369,116.422599,2700.0,23.0
P100000121038,Mitsui-Kobe Duqm DRI plant,Mitsui-Kobe Steel JV,Oman,Middle East,19.529594,57.61573,,
P100000120601,Miyaneh Steel East Azerbaijan steel plant,Mianeh Steel,Iran,Middle East,37.37881,47.736689,0.0,9.0
P100000120880,MMK Türkiye Metallurgical Payas steel plant,MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,Türkiye,Europe,36.768975,36.213842,2300.0,15.0
P100000121197,Mobarakeh Saba Steel Chamgordan plant,Mobarakeh Steel Co,Iran,Middle East,32.40787,51.338985,1600.0,20.0
P100000120584,Mobarakeh Steel Complex Isfahan,Mobarakeh Steel Co,Iran,Middle East,32.244,51.4263,,35.0
P100000120581,Mobarakeh Steel Hormuzgan Steel Company plant,Mobarakeh Steel Co,Iran,Middle East,27.161426,56.10058,1500.0,15.0
P100000120612,Mobarakeh Steel Sefid Dasht Steel Complex,Mobarakeh Steel Co,Iran,Middle East,32.19669,51.184156,1000.0,10.0
P100000121239,Mono Steel Gandhidham plant,Mono Steel (India) Ltd,India,Asia Pacific,23.312265,70.201953,770.0,36.0
P100000120763,Moon Iron & Steel Company Sohar plant,Moon Iron and Steel Company SAOC,Oman,Middle East,24.409437,56.520134,,6.0
P100000120778,Mount Zynai Zamboanga Sibugay steel plant,Mount Zynai 0304 Mining Corp,Philippines,Asia Pacific,7.716994,122.998671,,0.0
P100000120567,MSP Steel & Power Raigarh plant,MSP Steel & Power Ltd,India,Asia Pacific,21.87673,83.554495,385.0,24.0
P100000121231,Mughal Iron & Steel Industries Lahore plant,Mughal Iron & Steel Industries Ltd,Pakistan,Asia Pacific,31.653035,74.183149,583.0,27.0
P100001062087,Mukand Sumi Special Steel Hospet steel plant,Mukand Sumi Special Steel Ltd,India,Asia Pacific,15.328976,76.258613,450.0,4.55
P100000121156,Myingyan Myanmar steel plant,Myanmar Economic Corp,Myanmar,Asia Pacific,21.377652,95.372079,400.0,
P100001025672,N R Ispat and Power Raigarh steel plant,NR Ispat and Power Pvt Ltd,India,Asia Pacific,22.013086,83.330372,297.0,18.0
P100000120813,Nadezhdinski Metallurgical Plant,UMK-Stal LLC,Russia,Eurasia,59.593854,60.591196,756.0,130.0
P100000120678,Nakayama Steel Products Osaka plant,Nakayama Steel Products Co Ltd,Japan,Asia Pacific,34.699762,135.430119,600.0,75.81
P100000120679,Nakayama Steel Works Osaka,Nakayama Steel Works Ltd,Japan,Asia Pacific,34.628162,135.459688,600.0,97.0
P100000120190,Nanjing Iron and Steel Co Ltd,Nanjing Iron & Steel Co Ltd,China,Asia Pacific,32.200797,118.746315,10000.0,68.0
P100000120165,Nanyang Hanye Special Steel Co Ltd,Nanyang Hanye SPECIAL STREET Co Ltd,China,Asia Pacific,33.269324,111.534635,3000.0,23.0
P100000120585,Natanz Steel Company Isfahan plant,Natanz Steel Co,Iran,Middle East,33.428593,51.982273,733.0,25.0
P100000120780,National Steel Complex Limited Karachi steel plant,National Steel Complex Ltd,Pakistan,Asia Pacific,24.794779,67.353032,,13.13
P100000120540,Neelachal Ispat Nigam steel plant,Neelachal Ispat Nigam Ltd,India,Asia Pacific,20.998641,86.019102,1100.0,44.0
P100001080714,Nemo Industries Ironworks I,Nemo Industries Inc,United States,North America,30.092838753017322,-90.9539266739139,,
P100000120611,Neyriz Ghadir Steel Company Fars plant,Neyriz Ghadir Steel Co,Iran,Middle East,29.168087,54.621487,1000.0,8.0
P100000121165,Nilachal Iron & Power Gamharia steel plant,Nilachal Iron & Power Ltd,India,Asia Pacific,22.874863,86.063646,99.0,24.0
P100000120400,Ningbo Haoyang New Materials Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd,China,Asia Pacific,30.267113,121.052503,500.0,6.39
P100000120305,Ningbo Iron and Steel Co Ltd,Ningbo Iron & Steel Co Ltd,China,Asia Pacific,29.918776,121.876423,3999.0,23.1
P100000121148,Ningxia Boyu Hongxing Special Steel Group Co,Ningxia Boyu Hongxing Special Steel Group Co Ltd,China,Asia Pacific,39.273832,106.75146,,19.14
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,China,Asia Pacific,37.503054,105.078348,1800.0,68.0
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,China,Asia Pacific,39.215452,106.688294,3500.0,13.84
